id_conductor,DNI,nombre_conductor,telefono_conductor,email_conductor,direccion_conductor,estado_conductor,tipo_licencia,fecha_emision_licencia,fecha_vencimiento_licencia,fecha_nacimiento,genero,id_usuario
26496905-6d4b-4aed-8078-1b9b8dca8b7f,10821229,Pedro León,931287477,pedro.león@email.com,"Av. Los Olivos 672, Lima",True,A,2020-06-09,2025-06-08,1998-04-13,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
9506f19a-d726-4b49-9dbd-2c845f51fc4c,95355261,Miguel Méndez,974182323,miguel.méndez@email.com,"Jr. Huancavelica 496, Lima",True,A,2020-06-10,2025-06-09,1968-02-15,M,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
5442009b-34d2-42e0-93a5-c8d712d28057,54580064,Luis Rojas,924629056,luis.rojas@email.com,"Jr. Tacna 531, Lima",True,A,2020-05-19,2025-05-18,1994-01-18,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
97384d02-ef19-4fc0-9990-2975f3d1e623,11404956,Roberto León,916228376,roberto.león@email.com,"Av. Los Olivos 156, Lima",True,A,2020-04-11,2025-04-10,1990-06-06,M,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
9678baf9-1f2f-4a73-a5b9-f9959124e264,58764883,Fernando Torres,913156784,fernando.torres@email.com,"Jr. Tacna 331, Lima",True,A,2020-09-11,2025-09-10,1970-11-27,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
c31765d3-c02d-4a8c-88e1-242937ecbdfe,34619708,Luis Vargas,933442148,luis.vargas@email.com,"Av. Los Olivos 823, Lima",True,A,2020-09-24,2025-09-23,1981-03-16,M,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
406fe4ae-6554-40f6-970c-6d78a4fbd534,85675089,Pedro Nuñez,967219744,pedro.nuñez@email.com,"Jr. Huancavelica 169, Lima",True,A,2020-04-11,2025-04-10,1987-04-02,M,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
b11d8691-46c7-485c-835f-c896d77031b3,12873172,Fernando Rojas,963972890,fernando.rojas@email.com,"Jr. Tacna 701, Lima",True,A,2020-02-18,2025-02-16,1999-06-23,M,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
679d3040-8373-437c-b701-b662ecbe75cb,80586266,Pedro Mendoza,924693859,pedro.mendoza@email.com,"Av. Arequipa 895, Lima",True,A,2020-04-21,2025-04-20,1981-09-07,M,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
a06e82cb-a301-41ba-9f0c-b2228026172d,92499869,Luis Castro,924989000,luis.castro@email.com,"Av. Primavera 935, Lima",True,A,2020-01-13,2025-01-11,1997-03-05,M,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
eb9d2258-38a2-42da-9645-873ba5c73fd0,71991771,Carlos Rojas,922543190,carlos.rojas@email.com,"Av. Primavera 883, Lima",True,A,2020-10-04,2025-10-03,1990-12-08,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
3a4350e2-e160-49df-b981-f917f4a67bf6,55732712,Carlos Nuñez,965689809,carlos.nuñez@email.com,"Av. Los Olivos 764, Lima",True,A,2020-08-28,2025-08-27,1986-10-08,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
8f42c90c-a516-46a1-84d9-7bf604950eea,68432657,Miguel Rojas,983079566,miguel.rojas@email.com,"Jr. Ica 855, Lima",True,A,2020-11-15,2025-11-14,1985-03-28,M,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
3ba2f185-47e7-4341-bb89-405f5554358b,34862658,Jorge León,917973952,jorge.león@email.com,"Jr. Tacna 627, Lima",True,A,2020-02-18,2025-02-16,1970-09-08,M,c3d4e5f6-a7b8-6c7d-0e9f-1a2b3c4d5e6f
d28480de-0285-450f-bdf9-86d91b5adb64,60618365,Pedro Vargas,966317538,pedro.vargas@email.com,"Jr. Huancavelica 908, Lima",True,A,2020-11-22,2025-11-21,1973-08-20,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
42fb8b9e-013f-4d21-8390-accf10f1771a,62772282,Fernando Méndez,988651923,fernando.méndez@email.com,"Av. Venezuela 748, Lima",True,A,2020-11-11,2025-11-10,1997-06-12,M,c9d0e1f2-a3b4-5c6d-7e8f-9a0b1c2d3e4f
e2d3255d-c59d-4794-9c9c-073471e91faf,73197470,Pedro León,990108215,pedro.león@email.com,"Av. Venezuela 262, Lima",True,A,2020-06-28,2025-06-27,1983-11-17,M,f6a7b8c9-d0e1-9f2a-3b4c-5d6e7f8a9b0c
52699d1d-d309-46d1-babb-3ed2e5e31f07,16986390,Jorge Nuñez,939877279,jorge.nuñez@email.com,"Av. Primavera 565, Lima",True,A,2020-02-24,2025-02-22,1972-04-21,M,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
cc109ba7-d50d-474c-b225-cbf19ec321bf,98097854,Miguel León,993381019,miguel.león@email.com,"Jr. Tacna 193, Lima",True,A,2020-12-22,2025-12-21,1988-10-04,M,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
83f1eaae-c0ec-4d94-8bcc-2a63c9fc3111,94153489,Andrés Vargas,910991005,andrés.vargas@email.com,"Av. Primavera 349, Lima",True,A,2020-07-23,2025-07-22,1967-12-28,M,a7b8c9d0-e1f2-3a4b-5c6d-7e8f9a0b1c2d
b8321cc8-232e-4371-b2e1-91a0d1c27c14,53781205,Ricardo Rojas,929847235,ricardo.rojas@email.com,"Jr. Tacna 793, Lima",True,A,2020-06-13,2025-06-12,1965-11-25,M,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
7eff072a-12a7-49c6-a016-55f6c2444d02,95859890,Carlos Rojas,916873889,carlos.rojas@email.com,"Jr. Huaraz 116, Lima",True,A,2020-05-24,2025-05-23,1975-04-05,M,e5f6a7b8-c9d0-8e9f-1a2b-3c4d5e6f7a8b
0e270793-995a-4f64-8501-a0808296411f,49332663,Fernando León,915326420,fernando.león@email.com,"Av. La Marina 802, Lima",True,A,2020-05-12,2025-05-11,1978-06-09,M,b8c9d0e1-f2a3-4b5c-6d7e-8f9a0b1c2d3e
e0251581-4dad-49f4-b8dd-97c8925f83ba,32078274,Carlos Vargas,942591068,carlos.vargas@email.com,"Av. La Marina 975, Lima",True,A,2020-09-25,2025-09-24,1998-01-15,M,d4e5f6a7-b8c9-7d8e-0f1a-2b3c4d5e6f7a
5335c47a-9aab-4a51-a4ba-a7d328e91cb7,28668047,Jorge Méndez,941542550,jorge.méndez@email.com,"Av. Primavera 488, Lima",True,A,2020-11-08,2025-11-07,1990-06-21,M,a1b2c3d4-e5f6-4a5b-8c7d-9e0f1a2b3c4d
